Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Montenegro,MNE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,2734784269.89717,2868788882.71646,2599122687.38733,2679695495.47102,2709167931.26061,2760748698.46685,2829288684.45501,2954514499.96516,3078030978.2727,3341708024.46476,3569283357.679,3827083863.91606,3605300641.93084,3703881497.9949,3823459498.01912,3719316461.06744,3851314255.15119,3920010092.87276,4052913385.82677,4172445162.74113,4369237089.99028,4591102091.32374,4777636043.80572,4046328370.4823
Montenegro,MNE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.96692228,8.29550457,8.47144604,8.00086784,9.02188778,8.63302994,7.98255444,8.34355545,8.32983208,..
Montenegro,MNE,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.746,77.832,77.812,77.68,77.446,77.142,76.812,76.508,76.268,76.11,76.035,76.022,76.04,76.068,76.106,76.172,76.291,76.484,76.755,77.094,77.472,77.855,78.208,78.504,78.734,78.899,79.013,79.105,79.199,79.303,..
Montenegro,MNE,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,71.298,71.347,71.347,71.293,71.191,71.051,70.89,70.731,70.598,70.504,70.465,70.488,70.568,70.7,70.88,71.112,71.394,71.718,72.07,72.435,72.792,73.119,73.405,73.644,73.835,73.982,74.099,74.205,74.317,74.441,..
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.627,74.669,74.634,74.519,74.334,74.099,73.845,73.607,73.416,73.287,73.228,73.233,73.285,73.37,73.486,73.642,73.85,74.115,74.43,74.784,75.151,75.505,75.823,76.089,76.297,76.452,76.568,76.667,76.77,76.884,..
Montenegro,MNE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.9,14.3,13.9,13.6,13.6,13.5,13.5,13.4,13.2,12.9,12.5,12,11.4,10.6,9.9,9.2,8.4,7.7,7,6.3,5.7,5.1,4.6,4.1,3.7,3.3,3,2.6,2.4,2.1,2
Montenegro,MNE,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.97186279,63.94952393,57.81398392,60.7004776,59.80591202,60.11717987,57.39429474,59.55122757,60.83509445,..
Montenegro,MNE,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.85758018,5.30493546,4.89768028,4.85656452,5.39562273,5.18993425,4.58153057,4.96868992,5.06746101,..
Montenegro,MNE,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,352.68412544,346.39726395,349.03114732,355.57732203,348.84282952,361.89262,353.71235,435.60595199,447.23456804,..
Montenegro,MNE,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.6,20.2,20.5,19.3,15.6,..,..,..,..
Montenegro,MNE,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.5,8.3,8.6,8,6,..,..,..,..
Montenegro,MNE,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.4,3.2,1.7,1.4,2.5,..,..,..,..
Montenegro,MNE,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Montenegro,MNE,"Multidimensional poverty headcount ratio, household (% of total households)",SI.POV.MDIM.HH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Montenegro,MNE,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",SI.POV.MDIM.17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Montenegro,MNE,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Montenegro,MNE,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.51307189464569,0.69464236497879,1.48088538646698,1.12059438228607,0.64282089471817,0.72031444311142,0.752195417881012,0.843944311141968,1.7302166223526,0.96188348531723,0.777861297130585,..,..,..,..,..
Montenegro,MNE,Gini index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.2,39,38.8,39,38.5,..,..,..,..
Montenegro,MNE,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Montenegro,MNE,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Montenegro,MNE,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.4195250362925,51.6959689135568,55.995690667994,50.7774481182564,..,..,..,..,..,..
Montenegro,MNE,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.4419629727322,29.5973724470934,31.1341742639732,22.0878816796756,..,..,..,..,..,..
Montenegro,MNE,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.9448937159637,46.6004740727219,45.5304163665584,47.9325447974338,..,..,..,..,..,..
Montenegro,MNE,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.08992878016744,8.56684572272818,10.4104706010522,8.07594138285643,..,..,..,..,..,..
Morocco,MAR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1539.96753925907,1621.28564764219,1559.23257905653,1521.21666277295,1654.87210898564,1541.39702272841,1707.19713966777,1657.77739404754,1754.85402416975,1751.71292505545,1763.40073327221,1869.6668547017,1905.07201479133,1994.81539402596,2065.9991940102,2109.06215157821,2242.3970263754,2294.51405978261,2401.60175151474,2472.79332414184,2534.25914065219,2631.45419171615,2673.045775453,2754.84919884651,2788.72086992511,2875.25798516781,2867.01576143127,2950.21211552919,3004.63222965656,3044.90623115894,2818.77165720544
Morocco,MAR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,38537254939.0798,41318137230.4605,40451390650.257,40151811011.7938,44403084922.5774,42002899315.6767,47199866080.3415,46463216658.3663,49826481077.4902,50365271041.7493,51328694703.1319,55085938450.0705,56805418286.3276,60191681383.0782,63079087391.5193,65155423664.6155,70090707003.6791,72566026312.9975,76864313557.1947,80126248490.8867,83183640110.5864,87547202071.659,90182338940.1732,94272490564.6266,96789088975.0283,101179808076.36,102252168737.73,106602592855.805,109958978323.143,112826637548.359,105726171616.036
Morocco,MAR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,3.97807431,4.12981606,4.42979431,4.55366516,4.72918844,4.76469755,4.94123936,5.42293549,5.30251694,5.8412447,5.86408854,5.7329936,5.74942255,5.68743515,5.27820778,5.06548977,5.23985195,5.23467541,5.33230448,5.30845118,..
Morocco,MAR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,66.318,66.872,67.367,67.8,68.181,68.518,68.828,69.131,69.449,69.798,70.198,70.669,71.208,71.801,72.436,73.086,73.719,74.309,74.832,75.282,75.655,75.965,76.233,76.483,76.724,76.963,77.202,77.438,77.668,77.895,..
Morocco,MAR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,63.118,63.601,64.031,64.421,64.783,65.13,65.475,65.832,66.214,66.633,67.108,67.654,68.266,68.931,69.632,70.339,71.019,71.644,72.194,72.66,73.046,73.366,73.646,73.912,74.172,74.433,74.694,74.948,75.19,75.423,..
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.732,65.251,65.715,66.128,66.501,66.846,67.175,67.508,67.86,68.245,68.684,69.193,69.769,70.399,71.067,71.746,72.403,73.009,73.546,74.003,74.382,74.696,74.97,75.227,75.477,75.726,75.974,76.218,76.453,76.68,..
Morocco,MAR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,63.4,61.2,59.1,57,55,53,51,49.1,47.3,45.6,43.9,42.3,40.6,39,37.2,35.5,33.6,31.8,30.1,28.4,26.8,25.3,23.9,22.6,21.3,20.2,19.1,18.2,17.4,16.7,16
Morocco,MAR,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,..,..,..,..,..,..,..,..,..,..,24.64476585,26.27653503,27.6173954,27.41946602,27.20920181,25.92174721,36.87304306,40.6319313,40.14347076,43.12371445,39.90460587,41.03374863,42.50144196,44.27557755,40.82225037,41.54576874,42.5061264,43.0017128,40.19127655,39.87647629,..
Morocco,MAR,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..,..,..,..,..,..,..,..,..,0.98038715,1.08517265,1.22339368,1.24859071,1.2867744,1.23509276,1.82198548,2.20344329,2.12861419,2.51896167,2.3400414,2.35246205,2.44358778,2.51814461,2.15468311,2.10449672,2.22725797,2.25100017,2.14312124,2.11682343,..
Morocco,MAR,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..,..,..,..,..,..,..,..,..,13.23083418,14.70167576,17.54358294,21.82689725,25.47721028,25.28253,40.59862026,55.88649245,62.43866385,73.28890491,67.44257324,72.74479624,72.23446826,79.7854648,69.36906315,61.42798614,65.50721199,69.38964243,70.2470616,69.47430472,..
Morocco,MAR,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,48.9,..,..,..,..,..,..,..,58.9,..,58.9,..,..,..,..,..,47,..,..,..,..,..,..,30.2,..,..,..,..,..,..,..
Morocco,MAR,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,19.3,..,..,..,..,..,..,..,26.7,..,26.7,..,..,..,..,..,16.2,..,..,..,..,..,..,7.3,..,..,..,..,..,..,..
Morocco,MAR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,2.9,..,..,..,..,..,..,..,6.4,..,5.8,..,..,..,..,..,3,..,..,..,..,..,..,0.9,..,..,..,..,..,..,..
Morocco,MAR,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.8,..,..,8.2,..,..,..,..,..,..
Morocco,MAR,"Multidimensional poverty headcount ratio, household (% of total households)",SI.POV.MDIM.HH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.6,..,..,7.7,..,..,..,..,..,..
Morocco,MAR,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",SI.POV.MDIM.17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.5,..,..,11,..,..,..,..,..,..
Morocco,MAR,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,..,..,17,..,..,..,..,28,..,..,..,..,..,..,38,..,..,..,..,..,..,70.1,..,..,..,..,..,..,..,..,..
Morocco,MAR,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,..,..,..,..,..,..,..,..,0.250533223152161,..,0.534113585948944,..,..,..,..,..,2.69966173171997,..,..,..,..,..,..,6.43893575668335,..,..,..,..,..,..,..
Morocco,MAR,Gini index (World Bank estimate),SI.POV.GINI,39.2,..,..,..,..,..,..,..,39.4,..,40.6,..,..,..,..,..,40.7,..,..,..,..,..,..,39.5,..,..,..,..,..,..,..
Morocco,MAR,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.5889383008233,..,..,..,..,..,..,..,..,..,..,..
Mozambique,MOZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,220.190469340388,225.129309296763,204.024065249421,216.776953897773,222.023947080154,219.192774869595,236.460579572853,256.173409283253,274.634191690155,299.108834283743,294.646908418675,321.017814982772,340.704752265296,353.460592748587,370.340959204675,383.710774897631,409.204784064206,428.769364647032,447.684360071912,463.119488172972,479.884486142686,501.500244410865,523.294037627621,544.447512681357,568.591334304366,589.85904996253,595.077611054766,599.691524363584,602.530105424678,598.813305872187,574.595177841033
Mozambique,MOZ,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2859677920.94066,3000529963.05723,2816756040.80945,3115290765.6172,3318825062.1515,3393822449.70457,3774016074.94064,4200520222.36412,4617684468.83191,5157885381.5437,5218763943.39345,5849549386.54954,6393034055.1046,6832781004.10043,7373691814.95168,7863740609.86548,8626081042.19014,9292855217.42244,9972883624.84051,10602990082.0245,11292433937.9272,12130037161.6878,13010488540.3852,13916487848.665,14946100983.0608,15950969018.9458,16560968260.2214,17180566679.333,17772233412.3772,18183590595.087,17959222232.3238
Mozambique,MOZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,2.26010299,2.95498824,3.34283662,3.4220655,3.6926434,4.39079046,4.10098362,3.94103193,4.23261261,5.21038246,5.44726419,5.00311899,5.24640608,6.12555981,6.33231783,6.7166338,7.17241096,7.75916147,8.09185696,7.83351135,..
Mozambique,MOZ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,46.838,47.233,47.645,48.07,48.503,48.939,49.374,49.806,50.231,50.643,51.029,51.375,51.681,51.956,52.216,52.48,52.771,53.113,53.532,54.048,54.694,55.503,56.466,57.553,58.727,59.921,61.063,62.091,62.966,63.671,..
Mozambique,MOZ,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,43.606,43.962,44.306,44.625,44.915,45.186,45.456,45.746,46.068,46.419,46.784,47.137,47.458,47.739,47.985,48.207,48.422,48.662,48.955,49.327,49.816,50.461,51.26,52.191,53.222,54.295,55.339,56.293,57.114,57.782,..
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.261,45.647,46.033,46.41,46.772,47.123,47.47,47.826,48.194,48.572,48.946,49.295,49.61,49.889,50.143,50.387,50.641,50.934,51.292,51.738,52.31,53.043,53.931,54.949,56.062,57.206,58.309,59.309,60.163,60.854,..
Mozambique,MOZ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,162.8,160.5,157.7,154.2,150.2,145.3,139.4,132.8,125.8,119,112.4,106.1,100.3,95.3,90.8,86.9,83.2,78,75.6,72.7,72.5,68.8,66.4,64.7,63,61.3,59.4,57.5,56,54.3,52.8
Mozambique,MOZ,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,..,..,..,..,..,..,..,..,..,..,51.31327438,47.22797012,37.22646713,36.15617371,31.78746033,33.83922195,28.95491028,30.85032463,29.30186653,25.23098373,23.49941635,25.5083828,24.03585434,24.79006195,27.49054146,27.03023338,22.77142334,21.46009445,22.38131523,21.28325844,..
Mozambique,MOZ,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..,..,..,..,..,..,..,..,..,1.15973294,1.39558089,1.24442005,1.23728788,1.17379761,1.48580933,1.1874361,1.21582115,1.24023449,1.31463063,1.28007519,1.27621472,1.26101863,1.51853013,1.74078834,1.81552148,1.63326025,1.66512334,1.811064,1.66722643,..
Mozambique,MOZ,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..,..,..,..,..,..,..,..,..,3.63652879,4.06767006,3.72930901,4.00292153,4.47398953,6.17129554,5.15387554,5.84725151,7.0008502,6.8329033,6.0314869,7.58819402,8.29302251,10.08421925,11.73238104,10.70903057,7.00548446,7.68312264,9.11512623,8.39857465,..
Mozambique,MOZ,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,96.6,..,..,..,..,..,96.8,..,..,..,..,..,96.3,..,..,..,..,..,92.2,..,..,..,..,..,..
Mozambique,MOZ,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,91.3,..,..,..,..,..,92.2,..,..,..,..,..,88.9,..,..,..,..,..,82.4,..,..,..,..,..,..
Mozambique,MOZ,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,82,..,..,..,..,..,79.8,..,..,..,..,..,69.7,..,..,..,..,..,63.7,..,..,..,..,..,..
Mozambique,MOZ,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53,..,..,..,..,..,..
Mozambique,MOZ,"Multidimensional poverty headcount ratio, household (% of total households)",SI.POV.MDIM.HH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mozambique,MOZ,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",SI.POV.MDIM.17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mozambique,MOZ,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,..,..,..,..,..,..,..,39,..,..,..,..,..,55,..,..,..,..,65,..,..,50.2,..,..,..,56.5,..,..,..,..,..
Mozambique,MOZ,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,..,..,..,..,..,..,..,..,..,..,..,..,0.0454541221261024,..,..,..,..,..,0.307385861873627,..,..,..,..,..,0.403063476085663,..,..,..,..,..,..
Mozambique,MOZ,Gini index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,53.6,..,..,..,..,..,47,..,..,..,..,..,45.6,..,..,..,..,..,54,..,..,..,..,..,..
Mozambique,MOZ,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.1,..,..,..,..,..,..,..,..,..
Mozambique,MOZ,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,29,..,..,..,..,..,..,..,49.4,..,..,..,64.7,..,..,..,..,..
Mozambique,MOZ,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.097776514365,..,..,..,..,..,26.8541209194954,..,..,..,..,..,..
Mozambique,MOZ,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mozambique,MOZ,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.69778393837435,..,..,..,..,..,3.808727213,..,..,..,..,..,..
Mozambique,MOZ,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.17386062885989,..,..,..,..,..,1.580291124,..,..,..,..,..,..
Myanmar,MMR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,184.332191929963,183.816327124904,189.749710423096,202.15897203182,213.409703170046,226.082221651452,238.212501291942,249.36248315023,260.353617209899,278.941461916182,309.965728859325,344.880448508161,381.389364428783,426.91960576678,481.233855303063,542.219140270505,609.996029306306,681.81705934826,752.649147675163,825.69488612648,902.541870994785,962.995452248766,1017.01436353749,1088.05954147864,1167.63099278981,1196.74335747421,1313.40763025402,1380.15282710961,1459.64300647076,1548.45662997452,1586.90232028333
Myanmar,MMR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,7619405807.87711,7700101235.99703,8045707639.95103,8670596693.17297,9258442998.11114,9925370809.88894,10589070464.5671,11228100136.6391,11875046112.3565,12881816573.3608,14481505242.6576,16287020221.5713,18193097628.4482,20555712394.5414,23370876272.2932,26541589503.1205,30073444130.6356,33832770892.2915,37579502495.026,41491470232.184,45669365074.4634,49103727463.3813,52288474433.6504,56418568204.3775,61044701089.9413,63045306513.9323,69669969114.9431,73676037276.388,78394970758.0075,83686992015.6706,86343028344.7377
Myanmar,MMR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,1.99549341,2.14881921,2.57854128,2.38126588,2.31822205,2.3303194,2.25168705,2.02357221,2.10873079,2.15950108,1.95585954,1.92666924,2.41021132,3.20071578,4.39346027,5.47780514,5.11349964,5.08065748,4.89992142,4.67856407,..
Myanmar,MMR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,60.197,60.505,60.802,61.095,61.386,61.677,61.966,62.252,62.535,62.819,63.11,63.411,63.727,64.061,64.414,64.79,65.189,65.609,66.044,66.486,66.931,67.372,67.803,68.217,68.609,68.973,69.303,69.603,69.874,70.119,..
Myanmar,MMR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,53.609,53.957,54.299,54.638,54.976,55.316,55.66,56.008,56.357,56.705,57.044,57.362,57.656,57.926,58.18,58.43,58.693,58.984,59.313,59.684,60.102,60.566,61.062,61.572,62.082,62.572,63.021,63.419,63.761,64.046,..
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.849,57.18,57.504,57.823,58.141,58.46,58.78,59.101,59.422,59.744,60.063,60.377,60.685,60.989,61.294,61.607,61.938,62.294,62.678,63.089,63.525,63.983,64.453,64.921,65.378,65.81,66.205,66.558,66.867,67.134,..
Myanmar,MMR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,81.8,80.2,78.5,76.7,75,73.3,71.6,70,68.4,66.9,65.4,63.8,62.3,60.7,59.1,57.4,55.8,54.1,63.4,50.5,48.8,47,45.4,43.8,42.3,41,39.7,38.5,37.2,36.1,35
Myanmar,MMR,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,..,..,..,..,..,..,..,..,..,..,13.15911674,11.26913166,13.91563702,10.20589352,10.88051987,7.29122162,11.94776058,10.04284286,8.10600185,8.66210079,9.8407793,11.95902157,17.21872711,18.87417793,24.1849575,21.99240685,13.98528099,14.79479027,14.82879353,15.75753212,..
Myanmar,MMR,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..,..,..,..,..,..,..,..,..,0.26258931,0.24215327,0.35882044,0.24302946,0.25223461,0.16990875,0.26902619,0.20322418,0.17093375,0.18705817,0.19247182,0.23041078,0.41500771,0.60410887,1.06255651,1.20470119,0.71513724,0.75167263,0.72659922,0.73722625,..
Myanmar,MMR,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..,..,..,..,..,..,..,..,..,0.57049705,0.5053698,0.95511521,0.65036791,0.73977979,0.54073423,0.98133975,0.9656062,1.15549982,1.56882533,1.92902553,3.17643454,6.2182819,6.89479417,12.72630758,13.56955078,8.10248629,8.5601585,8.77954362,9.45702019,..
Myanmar,MMR,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.1,..,54.3,..,..,..
Myanmar,MMR,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.6,..,15,..,..,..
Myanmar,MMR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.8,..,1.4,..,..,..
Myanmar,MMR,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Multidimensional poverty headcount ratio, household (% of total households)",SI.POV.MDIM.HH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",SI.POV.MDIM.17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Myanmar,MMR,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,..,..,..,..,..,..,..,..,..,..,48,..,..,66,..,..,..,..,..,..,69.3,..,..,..,..,..,58.2,..,..,..,..
